symbol,date,open,low,volume,close,high,adjclose,splits
nflx,2021-03-09,507.30999755859375,503.82000732421875,3470000,506.44000244140625,513.1099853515625,506.44000244140625,0.0
nflx,2021-03-10,513.5,504.25,3771500,504.5400085449219,518.969970703125,504.5400085449219,0.0
nflx,2021-03-11,512.2000122070312,510.7099914550781,4714500,523.0599975585938,530.239990234375,523.0599975585938,0.0
nflx,2021-03-12,512.5,506.5899963378906,3981700,518.02001953125,526.510009765625,518.02001953125,0.0
nflx,2021-03-15,516.3200073242188,508.0299987792969,3484300,520.25,520.72998046875,520.25,0.0
nflx,2021-03-16,524.469970703125,523.2100219726562,3238900,524.030029296875,533.4199829101562,524.030029296875,0.0
nflx,2021-03-17,522.0,514.2999877929688,2817400,524.4400024414062,528.3699951171875,524.4400024414062,0.0
nflx,2021-03-18,516.4000244140625,503.8500061035156,4094500,504.7900085449219,517.9000244140625,504.7900085449219,0.0
nflx,2021-03-19,504.9599914550781,501.6300048828125,4386400,512.1799926757812,513.1900024414062,512.1799926757812,0.0
nflx,2021-03-22,509.1300048828125,509.1300048828125,3360600,523.1099853515625,529.3099975585938,523.1099853515625,0.0
nflx,2021-03-23,529.8699951171875,529.4000244140625,5583500,535.0900268554688,543.1199951171875,535.0900268554688,0.0
nflx,2021-03-24,533.780029296875,520.0,4102200,520.8099975585938,534.4199829101562,520.8099975585938,0.0
nflx,2021-03-25,516.989990234375,497.0,4926800,502.8599853515625,518.530029296875,502.8599853515625,0.0
nflx,2021-03-26,502.82000732421875,496.67999267578125,3467800,508.04998779296875,508.7200012207031,508.04998779296875,0.0
nflx,2021-03-29,505.6600036621094,504.3999938964844,3330000,513.9500122070312,518.0,513.9500122070312,0.0
nflx,2021-03-30,510.510009765625,506.9100036621094,2418100,513.3900146484375,514.4099731445312,513.3900146484375,0.0
nflx,2021-03-31,515.6699829101562,515.4400024414062,3503100,521.6599731445312,528.1300048828125,521.6599731445312,0.0
nflx,2021-04-01,529.9299926757812,527.030029296875,3938600,539.4199829101562,540.5,539.4199829101562,0.0
nflx,2021-04-05,540.010009765625,529.22998046875,3355900,540.6699829101562,542.8499755859375,540.6699829101562,0.0
nflx,2021-04-06,544.8099975585938,543.2999877929688,3474200,544.530029296875,554.1699829101562,544.530029296875,0.0
nflx,2021-04-07,543.5,541.4500122070312,2151300,546.989990234375,549.6400146484375,546.989990234375,0.0
nflx,2021-04-08,551.1300048828125,547.5700073242188,4309800,554.5800170898438,556.9000244140625,554.5800170898438,0.0
nflx,2021-04-09,552.6900024414062,547.1099853515625,2894000,555.3099975585938,556.9000244140625,555.3099975585938,0.0
nflx,2021-04-12,551.0499877929688,549.5800170898438,2944100,552.780029296875,557.97998046875,552.780029296875,0.0
nflx,2021-04-13,557.0,550.2999877929688,2720300,553.72998046875,559.75,553.72998046875,0.0
nflx,2021-04-14,554.8699951171875,538.530029296875,3740300,540.02001953125,554.8699951171875,540.02001953125,0.0
nflx,2021-04-15,544.1699829101562,542.6599731445312,3139100,549.219970703125,553.489990234375,549.219970703125,0.0
nflx,2021-04-16,550.5399780273438,539.510009765625,3209100,546.5399780273438,551.97998046875,546.5399780273438,0.0
nflx,2021-04-19,546.9000244140625,545.530029296875,4288700,554.4400024414062,556.4400024414062,554.4400024414062,0.0
nflx,2021-04-20,554.4199829101562,546.2999877929688,11257600,549.5700073242188,563.5599975585938,549.5700073242188,0.0
nflx,2021-04-21,508.0,503.6000061035156,22897400,508.8999938964844,515.4600219726562,508.8999938964844,0.0
nflx,2021-04-22,513.8200073242188,500.54998779296875,9061100,508.7799987792969,513.9600219726562,508.7799987792969,0.0
nflx,2021-04-23,509.010009765625,500.70001220703125,7307700,505.54998779296875,509.70001220703125,505.54998779296875,0.0
nflx,2021-04-26,506.760009765625,503.0,4388800,510.29998779296875,510.4800109863281,510.29998779296875,0.0
nflx,2021-04-27,512.6199951171875,504.5799865722656,3761300,505.54998779296875,512.989990234375,505.54998779296875,0.0
nflx,2021-04-28,505.20001220703125,503.3399963378906,3193000,506.5199890136719,508.3999938964844,506.5199890136719,0.0
nflx,2021-04-29,507.6000061035156,499.0,5127800,509.0,509.2900085449219,509.0,0.0
nflx,2021-04-30,505.0,505.0,4408400,513.469970703125,514.5499877929688,513.469970703125,0.0
nflx,2021-05-03,512.6500244140625,505.20001220703125,4091900,509.1099853515625,518.9500122070312,509.1099853515625,0.0
nflx,2021-05-04,510.7799987792969,496.7900085449219,4349500,503.17999267578125,511.6300048828125,503.17999267578125,0.0
nflx,2021-05-05,504.989990234375,494.6300048828125,3129400,496.0799865722656,507.7799987792969,496.0799865722656,0.0
nflx,2021-05-06,495.989990234375,491.3699951171875,3783700,499.54998779296875,499.54998779296875,499.54998779296875,0.0
nflx,2021-05-07,504.6199951171875,501.1199951171875,3131100,503.8399963378906,508.54998779296875,503.8399963378906,0.0
nflx,2021-05-10,502.0,486.1099853515625,5131600,486.69000244140625,503.1499938964844,486.69000244140625,0.0
nflx,2021-05-11,479.75,478.6300048828125,4401000,495.0799865722656,497.989990234375,495.0799865722656,0.0
nflx,2021-05-12,486.8299865722656,482.70001220703125,4121500,484.9800109863281,493.5400085449219,484.9800109863281,0.0
nflx,2021-05-13,489.1300048828125,482.7099914550781,2712500,486.6600036621094,490.7799987792969,486.6600036621094,0.0
nflx,2021-05-14,487.8599853515625,486.5899963378906,2881800,493.3699951171875,494.8500061035156,493.3699951171875,0.0
nflx,2021-05-17,485.5899963378906,482.80999755859375,2705200,488.94000244140625,492.7099914550781,488.94000244140625,0.0
nflx,2021-05-18,488.3999938964844,486.19000244140625,2350500,486.2799987792969,493.4800109863281,486.2799987792969,0.0
nflx,2021-05-19,481.6300048828125,478.5400085449219,3349900,487.70001220703125,488.57000732421875,487.70001220703125,0.0
nflx,2021-05-20,489.54998779296875,488.9800109863281,3721200,501.6700134277344,502.70001220703125,501.6700134277344,0.0
nflx,2021-05-21,503.1199951171875,497.260009765625,3322900,497.8900146484375,505.3999938964844,497.8900146484375,0.0
nflx,2021-05-24,501.04998779296875,499.510009765625,2412600,502.8999938964844,504.25,502.8999938964844,0.0
nflx,2021-05-25,506.0,499.2200012207031,2699500,501.3399963378906,506.3699951171875,501.3399963378906,0.0
nflx,2021-05-26,502.3399963378906,500.5,2465300,502.3599853515625,504.1400146484375,502.3599853515625,0.0
nflx,2021-05-27,501.79998779296875,498.5400085449219,3253800,503.8599853515625,505.1000061035156,503.8599853515625,0.0
nflx,2021-05-28,504.3999938964844,502.5299987792969,2910300,502.80999755859375,511.760009765625,502.80999755859375,0.0
nflx,2021-06-01,504.010009765625,497.7442932128906,2456291,499.0799865722656,505.3800048828125,499.0799865722656,0.0
